1,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,enfp,ENFP
2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,esfp,ESFP
2,1,2,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,intj,INTJ
2,2,2,2,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,enfj,ENFJ
1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,esfp,ESFP
1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,intp,INTP
1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,estp,ESTP
2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,2,1,isfj,ISFJ
2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,1,1,isfp,ISFP
2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,enfp,ENFP
2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,entj,ENTJ
2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,estp,ESTP
2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,intp,INTP
2,2,1,1,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,1,1,estj,ESTJ
1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,enfp,ENFP
1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,estp,ESTP
2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,istp,ISTP
1,2,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,isfp,ISFP
2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,esfp,ESFP
2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,estp,ESTP
1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,estj,ESTJ
1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,estp,ESTP
2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,istj,ISTJ
1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,esfj,ESFJ
2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,infp,INFP
2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,infj,INFJ
1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,isfp,ISFP
1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,istj,ISTJ
1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,esfp,ESFP
2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,entj,ENTJ
2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,enfj,ENFJ
2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,infj,INFJ
1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,enfj,ENFJ
2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,entp,ENTP
1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,estp,ESTP
2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,intj,INTJ
2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,intp,INTP
2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,enfp,ENFP
1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,estj,ESTJ
1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,istp,ISTP
2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,isfj,ISFJ
2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,intp,INTP
2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,isfj,ISFJ
1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,esfp,ESFP
2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,intj,INTJ
2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,esfj,ESFJ
1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,infp,INFP
1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,estj,ESTJ
1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,intp,INTP
2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,istp,ISTP
1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,estp,ESTP
2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,infp,INFP
2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,intp,INTP
2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,enfp,ENFP
1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,isfp,ISFP
2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,enfj,ENFJ
2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,entj,ENTJ
2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,istj,ISTJ
2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,isfj,ISFJ
1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,enfp,ENFP
2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,isfp,ISFP
2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,enfj,ENFJ
2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,enfp,ENFP
1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,entp,ENTP
1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,isfj,ISFJ
2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,esfj,ESFJ
2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,entp,ENTP
2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,estj,ESTJ
1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,istj,ISTJ
2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,infp,INFP
2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,intj,INTJ
2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,infj,INFJ
1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,isfj,ISFJ
2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,istj,ISTJ
2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,enfp,ENFP
2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,estj,ESTJ
1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,intp,INTP
2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,isfj,ISFJ
1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,enfp,ENFP
1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,istj,ISTJ
2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,esfp,ESFP
2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,estj,ESTJ
2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,esfp,ESFP
1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,enfp,ENFP
1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,intj,INTJ
2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,istj,ISTJ
1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,isfp,ISFP
2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,enfj,ENFJ
1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,intp,INTP
2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,isfp,ISFP
2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,entp,ENTP
2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,enfj,ENFJ
1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,intp,INTP
1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,enfj,ENFJ
1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,infp,INFP
2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,estp,ESTP
1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,intp,INTP
1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,infp,INFP
