28,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,esfp,ESFP
29,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,estp,ESTP
30,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,estj,ESTJ
31,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,estp,ESTP
32,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,istj,ISTJ
33,1,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,esfj,ESFJ
34,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,infp,INFP
35,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,2,2,infj,INFJ
36,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,isfp,ISFP
37,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,istj,ISTJ
38,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,esfp,ESFP
39,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,entj,ENTJ
40,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,enfj,ENFJ
41,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,1,1,infj,INFJ
42,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,1,2,1,enfj,ENFJ
43,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,entp,ENTP
44,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,estp,ESTP
45,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,intj,INTJ
46,2,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,intp,INTP
47,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,enfp,ENFP
48,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,2,2,estj,ESTJ
49,1,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,istp,ISTP
50,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,isfj,ISFJ
51,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,intp,INTP
52,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,isfj,ISFJ
53,1,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,esfp,ESFP
54,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,intj,INTJ
55,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,esfj,ESFJ
56,1,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,infp,INFP
57,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,estj,ESTJ
58,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,1,intp,INTP
59,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,1,1,2,istp,ISTP
60,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,estp,ESTP
61,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,1,2,1,2,infp,INFP
62,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,2,intp,INTP
63,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,1,enfp,ENFP
64,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,isfp,ISFP
65,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,enfj,ENFJ
66,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,1,1,entj,ENTJ
67,2,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,istj,ISTJ
68,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,2,2,1,isfj,ISFJ
69,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,enfp,ENFP
70,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,isfp,ISFP
71,2,1,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,enfj,ENFJ
72,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,enfp,ENFP
73,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,entp,ENTP
74,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,isfj,ISFJ
75,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,1,2,2,1,esfj,ESFJ
76,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,entp,ENTP
77,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,estj,ESTJ
78,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,istj,ISTJ
79,2,1,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,infp,INFP
80,2,2,1,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,intj,INTJ
81,2,1,2,1,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,infj,INFJ
82,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,isfj,ISFJ
83,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,istj,ISTJ
84,2,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,enfp,ENFP
85,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,estj,ESTJ
86,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,intp,INTP
87,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,isfj,ISFJ
88,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,1,1,enfp,ENFP
89,1,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,istj,ISTJ
90,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,esfp,ESFP
91,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,estj,ESTJ
92,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,esfp,ESFP
93,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,enfp,ENFP
94,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,1,2,1,intj,INTJ
95,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,istj,ISTJ
96,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,isfp,ISFP
97,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,enfj,ENFJ
98,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,intp,INTP
99,2,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,isfp,ISFP
100,2,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,entp,ENTP
101,2,2,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,enfj,ENFJ
102,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,intp,INTP
103,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,enfj,ENFJ
104,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,infp,INFP
105,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,estp,ESTP
106,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,intp,INTP
